,UUID,SRC HOSTNAME,DST HOSTNAME,THROUGHPUT (mean),LATENCY (mean),RETRANSMITS (mean),BYTES (mean)
379,878b7fe4-a021-4468-9ed0-124314931d27,localhost,denv-pt1.es.net,9619983057.820614,25803.6,6,1202499345.2666667
380,a2c41038-ec34-41bc-90b2-2ad5e4feb200,localhost,denv-pt1.es.net,9630969643.21521,25101.758333333335,4,1203872469.4666667
381,d9634102-60fc-4eec-b6f2-2d597ef84506,localhost,denv-pt1.es.net,9625496820.11324,25039.975,4,1203195264.1333334
382,2ff72763-d6f0-46c8-bdb4-35fce0cd21c5,localhost,denv-pt1.es.net,9633592686.059793,24975.966666666667,4,1204200149.4666667
383,d7eb2639-ba92-4817-989c-141f9a9e451c,localhost,denv-pt1.es.net,9415662263.954624,24944.5,134,1176959018.8
384,c8a5b4cd-f921-4420-a70f-331c2ff67d2a,localhost,sacr-pt1.es.net,7864396931.33858,33382.625,0,983059840.1333333
385,3bd90d2a-2ddc-404a-bc10-b84d3845e650,localhost,sacr-pt1.es.net,7861697352.59344,33377.36666666667,0,982713446.6
386,06edd7f0-b3b5-47c8-8d6b-adf29a8ee57b,localhost,sacr-pt1.es.net,7867265351.893822,33386.63333333333,2,983409365.4666667
387,3eca1f0c-21bb-482b-a963-e6b265722c97,localhost,sacr-pt1.es.net,7843698668.033287,33376.958333333336,1,980463526.4
388,86ebe814-9977-4bd7-89ff-c7358adc1224,localhost,sacr-pt1.es.net,7845245021.177056,33385.308333333334,3,980656853.4666667
389,36c0c68e-3795-49a2-894b-24ec35c68b54,localhost,cern-773-pt1.es.net,6079614433.90206,43347.85833333333,0,759953450.8
390,ff9d72b3-e295-4d76-bfc1-947da78afce6,localhost,cern-773-pt1.es.net,6061213580.5967245,43348.683333333334,0,757659690.8
391,9c2ce0af-403a-4c4f-9945-ec99df87bc16,localhost,cern-773-pt1.es.net,6062669261.93061,43346.99166666667,0,757834453.4666667
392,442f9b06-d9eb-471c-93a5-33b47e509897,localhost,cern-773-pt1.es.net,6080320171.391817,43346.558333333334,0,760040832.1333333
393,a09e3c38-461e-48d5-97b5-feafa6eb01f5,localhost,cern-773-pt1.es.net,6075425910.631808,43353.683333333334,0,759429162.8
394,7cc928c5-66dc-4f7f-9d9d-cd0e2ab11dbe,localhost,tau.ijs.si,5157881424.12648,50658.65833333333,30,644735865.7333333
395,2b429045-bc3c-4747-9a55-6ad3d3463953,localhost,tau.ijs.si,5153511417.310728,50544.25,8,644189732.4
396,8213f61d-0358-454f-8512-a9b07b941e62,localhost,tau.ijs.si,5129527327.294034,50652.28333333333,19,641196921.7333333
397,589d8d96-94f2-45b4-b339-6b9b7c1990c6,localhost,tau.ijs.si,5158035210.619252,50651.74166666667,29,644757711.0666667
398,5d163979-7497-44c9-bff6-1ef9b19689af,localhost,tau.ijs.si,5170113849.89102,50540.8,7,646265039.0666667
399,0af9f569-97d0-49d0-a68e-b942b8d502bc,localhost,lcgps02.gridpp.rl.ac.uk,3950970418.50808,37471.75833333333,67569,493871993.73333335
400,a88fd022-a212-40ef-9688-fd59ce67100d,localhost,lcgps02.gridpp.rl.ac.uk,4168378136.700149,37451.575,44823,521047588.4
401,d22994e3-f391-4eba-a83a-ec3752fbede9,localhost,lcgps02.gridpp.rl.ac.uk,2516518319.7004476,37968.875,33864,314565497.73333335
402,a2e21661-aea7-4774-89d8-808992bff4bf,localhost,star-pt1.es.net,9738800854.65268,10169.283333333333,9530,1217351040.1333334
403,beb69aeb-6ecb-4624-b642-aae19e9ce9ec,localhost,star-pt1.es.net,9738279001.622517,10172.366666666667,7131,1217285504.1333334
404,742ecca6-7a5a-43c5-b44b-c11b91ef6670,localhost,star-pt1.es.net,9738126104.344765,10129.716666666667,16521,1217266939.7333333
405,c9656d44-6494-40b4-a46c-d3654b77ddd3,localhost,kans-pt1.es.net,9610876122.359724,18701.0,9785,1201360256.1333334
406,f6f0f3b3-f4c2-452e-9d62-193e2aabce34,localhost,kans-pt1.es.net,9380498733.61456,18474.9,17458,1172568106.8
407,a2987cfc-c037-4bfd-8b5e-c8d2cead45e7,localhost,kans-pt1.es.net,9320241326.797184,18594.966666666667,18605,1165031466.8
408,3d9a7a0a-2435-494d-ae09-acd26ef528bf,localhost,kans-pt1.es.net,9503888806.317,18618.541666666668,11814,1187990912.1333334
409,a58fd06f-ef5c-4dce-aab9-a6f9e8c763f5,localhost,kans-pt1.es.net,9415312111.301476,18798.808333333334,18283,1176915328.1333334
410,e98f7787-9521-44cb-9c7b-dd9c1209abb9,localhost,denv-pt1.es.net,9607568333.51272,26970.15,145,1200947282.6666667
411,a2c65094-880e-4afd-ad0b-34a47562de2a,localhost,denv-pt1.es.net,9623103567.238934,26998.366666666665,3,1202889429.4666667
412,c0fbf491-f6e5-46d9-b37a-cd3e0bed0012,localhost,denv-pt1.es.net,9623604116.3981,27024.983333333334,1,1202954965.4666667
413,7b836505-a70e-4d58-afea-f440b0222ec4,localhost,denv-pt1.es.net,9623280093.9559,26955.658333333333,0,1202911274.8
414,85869140-f126-4cbd-ba98-e9b2b15ba75f,localhost,denv-pt1.es.net,9619452022.242044,26976.016666666666,2,1202432765.3333333
415,04c0239a-5275-46b3-a704-e94cd4c973e1,localhost,sacr-pt1.es.net,7837906565.93144,33383.566666666666,4,979739349.4666667
416,9ef95fbb-4676-449a-9ea7-6ebdfac52fd7,localhost,sacr-pt1.es.net,7833010989.561903,33385.25833333333,4,979129768.0
417,e48f9f8d-3ec2-4ed8-b84c-d888eacdc4b0,localhost,sacr-pt1.es.net,7794044560.07252,33384.458333333336,4,974256170.8
418,4fd97ad3-a0d7-4b8c-a18b-e4bf27685923,localhost,sacr-pt1.es.net,7883170180.45748,33435.5,2,985397290.8
419,d1a9f74f-686e-46ca-ba59-992c03d5ccab,localhost,sacr-pt1.es.net,7787949185.59685,33423.183333333334,1,973494865.0666667
420,d8aa6ede-c3d2-4189-b92f-35de41da03e7,localhost,cern-773-pt1.es.net,6012878848.064068,43353.09166666667,0,751610770.4666667
421,d10857bf-bb7d-44c8-88ed-c980c817b0a3,localhost,cern-773-pt1.es.net,6019328166.105426,43350.28333333333,0,752416810.8
422,a3fbe9d0-2848-4741-af2c-ed0b2d1e73e3,localhost,cern-773-pt1.es.net,5989093358.154636,43349.96666666667,0,748637568.1333333
423,c872e9b6-2d2b-46c3-beec-a84fc2bc1db1,localhost,cern-773-pt1.es.net,6024220109.984193,43352.25,0,753028480.1333333
424,05c4572e-02ca-423f-88cb-cbf20b0f709b,localhost,cern-773-pt1.es.net,6061972737.8172655,43373.691666666666,0,757747072.1333333
425,be55bad6-3e54-4946-bc93-63ea7fee1b7b,localhost,tau.ijs.si,5123277684.545484,50542.00833333333,15,640410489.7333333
426,d1efa0aa-abed-41aa-9cab-35c99be716f2,localhost,tau.ijs.si,5121704566.374216,50655.71666666667,6,640213881.7333333
427,921f275c-4aeb-4eff-b02f-6eb6f613d5bf,localhost,tau.ijs.si,5094092100.016673,50646.99166666667,0,636762319.0666667
428,7c1a6374-66d3-4a13-ae8e-afc8b44253d5,localhost,tau.ijs.si,5129918657.798966,50649.65833333333,8,641240612.4
429,1331a0c1-8a19-4d57-b158-74174cd40eb5,localhost,tau.ijs.si,5121180364.39121,50649.458333333336,20,640148345.7333333
430,9085db16-4ff6-4653-9a12-491679b877ab,localhost,lcgps02.gridpp.rl.ac.uk,3414101509.961773,38265.675,240994,426763129.73333335
431,6323573d-db48-4942-853d-049bfc2377b0,localhost,lcgps02.gridpp.rl.ac.uk,3655834817.1814866,38361.308333333334,193803,456980776.4
432,c645a325-77a3-4f8f-81b7-1eccf4af1217,localhost,lcgps02.gridpp.rl.ac.uk,3295599691.574855,39179.0,255533,411951993.73333335
433,cc465d98-b87b-490a-84fe-e4eab9c77b4e,localhost,lcgps02.gridpp.rl.ac.uk,4785981681.339385,38044.09166666667,35815,598248996.4
434,f67a345f-8b64-4b1e-aea7-553239ea66ba,localhost,lcgps02.gridpp.rl.ac.uk,4430848976.694166,38025.03333333333,53971,553859279.0666667
435,15749da1-3b80-4048-8a56-ab8a98ff3e06,localhost,perfsonar.na.infn.it,4855170150.891135,53801.60833333333,0,606899748.4
436,b3d576ab-d60b-4ffe-b3e5-105854b84006,localhost,perfsonar.na.infn.it,4811673502.382254,53765.958333333336,105,601460260.4
437,9f215df3-4685-489d-a155-c28bdfbb77b4,localhost,perfsonar.na.infn.it,4819365857.294304,53750.75833333333,8,602421455.0666667
438,03988098-0c02-4bd5-8902-3476f88143b2,localhost,perfsonar.na.infn.it,4811328788.99245,53753.458333333336,86,601416569.7333333
439,6e95e512-a87c-4214-9819-95563b0e29dc,localhost,perfsonar.na.infn.it,4856416226.62963,53750.291666666664,0,607052665.7333333
440,e256ef33-87b2-4e78-b359-9ef6b7125125,localhost,nsw-brwy-ps1.aarnet.net.au,2161618626.8390207,116909.25,0,270202922.8
441,c976e7d6-a063-4294-9ed4-ff595e40fe58,localhost,nsw-brwy-ps1.aarnet.net.au,2195173314.2947054,116136.78333333334,0,274397226.8
442,573d9b2f-4ffe-4b8d-b28d-bb968a429f34,localhost,nsw-brwy-ps1.aarnet.net.au,2187308609.4107723,116529.74166666667,4,273414186.8
443,e5e2ca30-5280-41fb-abb7-eda5406a8d5e,localhost,nsw-brwy-ps1.aarnet.net.au,2208441336.5815063,116367.05,0,276057472.1333333
444,c2fa1079-a984-4c55-8745-411eb1da8c78,localhost,nsw-brwy-ps1.aarnet.net.au,2180143465.0867677,115990.10833333334,0,272518528.1333333
445,3e3ac330-cd5c-4023-8495-2f5f4664b4db,localhost,perfsonar2.icepp.jp,2889813425.5998845,88064.325,0,361227129.73333335
446,0dde76d1-e7dc-4f8f-8095-8cb1b4d8d031,localhost,perfsonar2.icepp.jp,2895405727.4293165,87905.20833333333,0,361926180.4
447,64a9e6c3-2934-44c0-bbb9-9b7405b5c09a,localhost,perfsonar2.icepp.jp,2885791340.1784744,88217.44166666667,0,360724687.06666666
448,8feedc8b-c06b-4fa3-846f-294525f48e86,localhost,perfsonar2.icepp.jp,2868143407.8470316,87908.84166666666,0,358518308.4
449,b18aa506-13e7-49dd-bd73-a650f5690b09,localhost,perfsonar2.icepp.jp,2917251081.34863,88063.21666666666,0,364656847.06666666
450,5309905c-3ca6-41be-bfbc-c90dbf9cc214,localhost,eqx-ash-pt1.es.net,9907099205.782743,9247.508333333333,2895,106231947.46666667
451,03f34525-c813-4470-9c9d-d9ce15d632f8,localhost,eqx-ash-pt1.es.net,9906343991.71444,9368.541666666666,3154,98931333.73333333
452,6cd942e8-8e3e-43d8-ad15-84eebb2e045a,localhost,eqx-ash-pt1.es.net,9907193760.86987,9321.475,3055,88569338.2
453,f578b6ea-2c21-4385-9f4e-682814e125ce,localhost,eqx-ash-pt1.es.net,9906891078.45216,9392.558333333332,4170,104041053.86666666
454,d81b51e0-4ef1-4c4d-b174-541e67edee99,localhost,eqx-ash-pt1.es.net,9907788586.59788,9237.725,3537,106312968.53333333
455,0b318496-5cd1-4d54-9c70-2887c44cdf1e,localhost,star-pt1.es.net,9880679391.36959,13306.075,7036,74891027.73333333
456,579f9a00-d3a5-40a9-94a4-2f47ed5f8844,localhost,star-pt1.es.net,9903148568.23886,13527.683333333332,5367,110216423.06666666
457,42ac87e5-823e-491b-9946-dc2e81eb8ca7,localhost,star-pt1.es.net,9897596031.89955,13526.275,6052,105016786.33333333
458,7d5fb5c2-0a26-4739-bbbc-de8af8a02bc6,localhost,star-pt1.es.net,9908755795.03504,13604.95,5502,102723473.73333333
459,6f284725-26e5-4dea-b19e-c975b0b02c4a,localhost,star-pt1.es.net,9906294277.291374,13296.55,6298,101149118.4
460,d6d755f4-73d5-4abc-91d6-7e15b688f488,localhost,kans-pt1.es.net,9832656707.767174,21406.816666666666,8517,56776104.0
461,90ec041b-3e92-4478-addf-a9065dbc9432,localhost,kans-pt1.es.net,9861196363.182304,21373.233333333334,7275,70604200.0
462,53ffe129-ce8d-4ddc-bc49-bc89909505b5,localhost,kans-pt1.es.net,9801124485.217695,21535.375,9228,44083965.333333336
463,0a50464b-c841-4d10-bdb5-4c35a277560d,localhost,kans-pt1.es.net,9847754871.737795,21250.841666666667,9178,56098898.666666664
464,823c896b-bfcd-4b2b-83e4-f4b62a14f792,localhost,kans-pt1.es.net,9810586201.69656,21502.9,7987,45633940.06666667
465,891206ee-9e68-4ec4-be1d-ae04a2c45409,localhost,denv-pt1.es.net,9761749589.06507,26469.133333333335,11724,39891749.2
466,b84a68e5-d877-4243-8e9f-039004154f01,localhost,denv-pt1.es.net,9759876680.793354,26666.491666666665,12618,30715665.266666666
467,765da336-6384-4f67-aefa-82dbf399e26b,localhost,denv-pt1.es.net,9789688554.32946,26467.491666666665,16936,26479161.933333334
468,edb8f3d0-15f2-4091-a006-e89a627ae8b5,localhost,denv-pt1.es.net,9798462819.746817,26240.35,13386,37729061.2
469,43bb934c-f162-4314-a91c-f616075157e8,localhost,denv-pt1.es.net,9782463506.355957,26267.458333333332,9651,35499793.266666666
470,664f54d2-6194-4004-a866-d4ee487f9c39,localhost,sacr-pt1.es.net,9679274305.84531,35972.683333333334,26637,17976704.133333333
471,487c4a3a-9101-47d7-b6f6-a85ebe98ed26,localhost,sacr-pt1.es.net,9774575155.013954,36707.816666666666,30937,20474827.066666666
472,e9e10044-e808-4466-96f6-b8a777ec2c7b,localhost,sacr-pt1.es.net,9653468908.15748,36332.64166666667,28030,24555728.666666668
473,df83092c-f038-4198-8c0e-5e0e50879d88,localhost,sacr-pt1.es.net,9737302030.536886,36472.38333333333,35220,19793446.0
474,6b919818-637d-4298-a3a9-9512531a5130,localhost,sacr-pt1.es.net,9743086485.54199,36748.45,31507,17833629.6
475,81f7253b-36f6-460d-9f18-da5a45c2d59a,localhost,cern-773-pt1.es.net,9684908772.476315,46507.84166666667,38066,16862592.133333333
476,ded2e6c3-a45f-4557-a7d2-1c003f289ebd,localhost,cern-773-pt1.es.net,9678516345.8309,45643.00833333333,28587,18719445.466666665
477,79294d3e-1b6a-453d-bd22-e4bbd50cad95,localhost,cern-773-pt1.es.net,9671290463.73097,46188.0,30523,16340392.0
478,944ea721-895c-40ec-8a98-213cf6cb4496,localhost,cern-773-pt1.es.net,9679913374.50395,45634.558333333334,31411,20947669.466666665
479,25846598-b5dd-4265-b7fd-3f28b0a0d60c,localhost,cern-773-pt1.es.net,9699054617.25561,46208.60833333333,36213,20401536.133333333
480,c1a38e01-8715-4754-bd1d-7c1f6e67ac15,localhost,tau.ijs.si,8782576060.53462,50795.28333333333,217126,14219584.533333333
481,9bddf29f-d547-4ae8-8c78-800776246798,localhost,tau.ijs.si,8786071139.52544,50787.166666666664,229171,11685525.866666667
482,ab131de0-eade-4775-8f22-9af75b7f7763,localhost,tau.ijs.si,8956844896.518574,50870.833333333336,256222,11030165.866666667
483,1721c21d-153d-402d-869a-f294984339f2,localhost,tau.ijs.si,8799635462.220375,50793.558333333334,218687,9741291.2
484,f422e6ef-62c0-4e14-ba31-2b11269fe8df,localhost,tau.ijs.si,8885779539.40259,50721.01666666667,276751,8321344.533333333
485,81e306ba-9355-4b99-a57e-50862f682ca6,localhost,lcgps02.gridpp.rl.ac.uk,6489344911.115388,37551.775,94039,17909273.866666667
486,4b1fe44d-a2ef-43f3-9284-51a626c5967b,localhost,lcgps02.gridpp.rl.ac.uk,6817461873.1750555,37928.316666666666,131101,44888260.53333333
487,72ebf900-d6d4-4e3c-a3ef-96981ccf1cdf,localhost,lcgps02.gridpp.rl.ac.uk,7818103166.713908,37814.48333333333,146673,22537443.733333334
488,be054626-9e2e-4d28-aae4-544840f5a944,localhost,lcgps02.gridpp.rl.ac.uk,8315737308.15364,38066.40833333333,152099,4601121.866666666
489,c18661c1-c8e2-46db-bb7f-31b2a2066730,localhost,lcgps02.gridpp.rl.ac.uk,7290335564.905606,37537.89166666667,138555,20771012.533333335
490,0c5f69a7-2f12-41c4-8f20-71f989d42ef7,localhost,perfsonar.na.infn.it,8843111857.554585,54482.675,319821,2263888.4
491,64818f2e-65b6-43f2-826a-ed4653563154,localhost,perfsonar.na.infn.it,8727469018.44957,54896.01666666667,365936,3616127.066666667
492,8d3819c9-34c3-4b34-a5ba-e27b449b3d34,localhost,perfsonar.na.infn.it,8952298835.25291,54690.36666666667,280524,11639663.2
493,6266fb1e-a6b0-4b5f-bd88-fe3097effce7,localhost,perfsonar.na.infn.it,8814807627.47452,54358.316666666666,300769,5806959.2
494,009bb080-0d79-4707-a4b5-a0a73ef727fb,localhost,perfsonar.na.infn.it,8793684562.806267,54591.40833333333,372305,7685657.866666666
495,3fbc0207-1817-48e6-bf1b-f062171d45b7,localhost,eqx-ash-pt1.es.net,9749061498.27723,10185.641666666666,805537,2092015.0
496,c4ccd621-0ebc-465d-b68b-6355f31ff0d5,localhost,eqx-ash-pt1.es.net,9755043570.634644,10163.408333333333,838552,1898538.8
497,6b28fae2-abbc-479b-96f5-87a3b01f3c8f,localhost,eqx-ash-pt1.es.net,9749447177.984756,10110.991666666667,787000,1900549.4
498,457abc90-8e37-4908-a32c-002a1a343bd4,localhost,eqx-ash-pt1.es.net,9749484455.271677,10202.275,819259,2545547.3333333335
499,322ab06e-a217-4a92-92ea-b118e1e234ca,localhost,eqx-ash-pt1.es.net,9745665713.407953,10102.8,840969,2080531.7333333334
500,1ebdc4b4-a2d2-414a-b1a3-d18cd30332a8,localhost,star-pt1.es.net,9753256490.76732,14857.758333333333,1053982,1490188.4666666666
501,5bc16d4a-3764-4c13-b7a7-30c2ee726f67,localhost,star-pt1.es.net,9890160372.788687,14703.25,1135453,1468862.4
502,8d0cdd84-7652-4fce-a4d3-14219a7dee6f,localhost,star-pt1.es.net,9752390543.42475,14781.8,1063961,1448061.0
503,7150bcbb-e3d5-4fbc-aae4-39a980c5767e,localhost,star-pt1.es.net,9748943406.82199,14966.908333333333,1114646,1534398.4
504,7f0d9726-d888-4303-b7f9-f7f63fb36647,localhost,star-pt1.es.net,9754583139.50585,14824.091666666667,1074696,1517176.2
505,ddfe48db-aa8e-4dfa-91e0-df5b1a10499a,localhost,kans-pt1.es.net,9899708471.283167,22558.708333333332,1144641,1571902.7333333334
506,f32356cd-cd88-4eb8-9d7f-719e2d9e5f60,localhost,kans-pt1.es.net,9801966999.83605,22616.516666666666,1181603,1792443.9333333333
507,4a8b6193-de5a-448d-88a0-afdcb31ac6a7,localhost,kans-pt1.es.net,9770736881.803423,22751.391666666666,1142798,1593748.0666666667
508,3a76ba8a-6406-426c-a015-7c97f5baf090,localhost,kans-pt1.es.net,9863132417.61691,22431.383333333335,1222301,1725864.0
509,9727ef23-b4be-4706-938e-f6def5a2ba68,localhost,kans-pt1.es.net,9850520017.4513,22598.416666666668,1187176,1506366.7333333334
510,862d1bfa-bbb9-4ea1-a0a6-82f1144083b0,localhost,denv-pt1.es.net,9823240205.44435,27701.65,1206937,1793487.8666666667
511,56c18ce3-ff6f-49ec-b520-83d5c282e92f,localhost,denv-pt1.es.net,9721762244.52539,27785.475,1187307,1575034.5333333334
512,3bcac421-c821-495d-8e04-e03c8a827581,localhost,denv-pt1.es.net,9773301728.715654,27604.141666666666,1141133,1640570.5333333334
513,4745df03-70e9-42ac-adab-dc57d46e6595,localhost,denv-pt1.es.net,9796971424.76572,27831.391666666666,1140192,1968250.5333333334
514,ee64e051-08dc-4b4a-9798-2fd23ba6f009,localhost,denv-pt1.es.net,9757874832.831694,28032.958333333332,1178246,1553189.2
515,c02c545b-cd84-431c-b836-ccf346fd517b,localhost,sacr-pt1.es.net,9620495379.64806,37839.13333333333,1085146,2578875.933333333
516,83dee049-7c95-4c3c-84f8-9a28f28ca235,localhost,sacr-pt1.es.net,9566570366.45279,37612.85833333333,1020069,2338577.2666666666
517,8046117f-7214-4931-a57f-71e2ea1f061d,localhost,sacr-pt1.es.net,9646941679.738453,37798.291666666664,1064831,2669836.466666667
518,68bbe016-f7e1-4e6a-9eb1-5c9812d5bbe2,localhost,sacr-pt1.es.net,9616635002.4963,37724.09166666667,997056,2123703.1333333333
519,8451c391-2516-4376-8de4-6d57a2d862a8,localhost,sacr-pt1.es.net,9657251156.48916,37908.35833333333,1113956,2103868.4
520,352fbe40-91b6-4a83-9196-6dd404b30204,localhost,cern-773-pt1.es.net,9465774502.936476,48020.275,973873,2185659.933333333
521,22468436-f7ce-442a-a4fe-1e1a1e88b83e,localhost,cern-773-pt1.es.net,9519907002.781364,47975.433333333334,987107,2185659.933333333
522,9b0ea149-9686-476f-a00d-cf309cf4cee1,localhost,cern-773-pt1.es.net,9506692461.999733,47680.09166666667,1007865,2466517.466666667
523,b5239b5a-1c96-441f-8f33-1bf6f54d5017,localhost,cern-773-pt1.es.net,9561550471.8096,47828.933333333334,1030886,2095146.8
524,3813e889-c0d6-4e26-90de-5c8a4b8b8a0c,localhost,cern-773-pt1.es.net,9452907479.946424,47894.025,967172,2160682.8
525,6056c705-3b0f-4305-a731-a6864a8df5d1,localhost,tau.ijs.si,8482788870.336717,51497.51666666667,5169495,1852953.8666666667
526,acfa644e-0ab0-42bc-a072-897d28aec800,localhost,tau.ijs.si,8543099126.4875555,51442.775,5649804,2180633.8666666667
527,3eb2f723-9b2a-408e-b157-18ff8dcc3fce,localhost,tau.ijs.si,8481204405.140603,51685.4,5242820,1736342.4
528,12089d10-c5f8-498e-bd89-c0998834e7cf,localhost,tau.ijs.si,8552036126.841812,51625.833333333336,5566626,2139115.2
529,e61fe6ff-a6d9-4e47-8b35-e2914bca4f53,localhost,tau.ijs.si,8304560604.637629,51268.95,5575556,2270187.2
530,c636adea-ca0f-4a8d-b7ed-07b25d550999,localhost,lcgps02.gridpp.rl.ac.uk,5842856534.430326,37642.01666666667,91960,14962325.866666667
531,a232d2ef-84b8-466a-b201-febeb23ff52d,localhost,lcgps02.gridpp.rl.ac.uk,5687680045.82393,37742.15,57050,47684463.2
532,6887ca25-3861-4e35-b392-641468aa4919,localhost,lcgps02.gridpp.rl.ac.uk,5678778028.745924,37793.575,81971,52031684.53333333
533,d070f841-3350-43c2-9808-6797553b5241,localhost,lcgps02.gridpp.rl.ac.uk,6045347466.497294,37868.25,1042446,3229209.8666666667
534,283cdbf4-87a6-45cd-a3f0-db2e5a14e0f7,localhost,lcgps02.gridpp.rl.ac.uk,5754897916.176356,37933.433333333334,76846,38130450.53333333
535,f236cc35-9f02-420b-a862-63698eb5a228,localhost,perfsonar.na.infn.it,8408940902.61345,60004.425,4174001,4622098.4
536,f41c0d4b-1757-43f3-99ba-8b1562e7ae1f,localhost,perfsonar.na.infn.it,8123292208.002165,62007.175,3991722,1302693.7333333334
537,13433358-4cce-4340-8156-70a54e0cbba5,localhost,perfsonar.na.infn.it,8143642705.14204,55962.558333333334,4755932,1940335.2
538,4f7adfc7-c040-4342-ad23-95ab9da2af3a,localhost,perfsonar.na.infn.it,8172561398.36151,56574.03333333333,4619093,1110212.5333333334
539,a969d53f-7b0e-4e68-b87d-c5f2c3e18b0b,localhost,perfsonar.na.infn.it,8753534250.856606,56305.75,4650056,1219439.2
540,439bb3d2-513e-4df0-a5d6-cf6e014984cb,localhost,nsw-brwy-ps1.aarnet.net.au,2184162815.6309514,116688.825,0,273020970.8
541,72054e72-e72a-482f-8b80-5e5c940d6cf3,localhost,nsw-brwy-ps1.aarnet.net.au,2169987469.541594,116528.90833333334,0,271251498.8
542,a4245b2a-1840-4fb4-93ba-b60d9fbe77fa,localhost,nsw-brwy-ps1.aarnet.net.au,2184864377.3014455,116687.975,0,273108352.1333333
543,8e078f3b-529c-43ab-b9bc-0af0f3f753d8,localhost,perfsonar2.icepp.jp,2884382809.9988422,88215.9,0,360549924.4
544,642e303b-982e-4262-bfb5-14cfe1d74fac,localhost,perfsonar2.icepp.jp,2884571225.219254,88212.75,0,360571769.73333335
545,bcbd2370-c8e0-4ceb-8548-d6c327c8de19,localhost,perfsonar2.icepp.jp,2889981685.5974336,88060.2,0,361248975.06666666
546,ea0f9e5a-6e26-4066-a38e-43803e149150,localhost,perfsonar2.icepp.jp,2868666978.1218123,87907.36666666667,0,358583844.4
547,cb72e6f3-6d8b-48bc-b793-62e76128b62e,localhost,perfsonar2.icepp.jp,2864994292.962841,88062.875,0,358125092.4
548,d84a51f4-e2b4-4487-b97d-107bf0e4d854,localhost,eqx-ash-pt1.es.net,9907233567.95804,9253.466666666667,3081,79624234.8
549,02d833eb-8c32-4dd0-bb2d-f380d405010b,localhost,eqx-ash-pt1.es.net,9906999102.85154,9169.683333333332,2915,131485056.13333334
550,449b3c3a-4b1a-4a87-bc85-87b8f66955bd,localhost,eqx-ash-pt1.es.net,9907556625.89462,9232.016666666666,3111,134772218.2
551,445a043b-fa98-4be0-b805-49239cac7f1c,localhost,eqx-ash-pt1.es.net,9907501675.56633,9220.733333333334,3247,99907066.2
552,3c7adb32-e6b7-4b66-85c0-3a55dab95a80,localhost,eqx-ash-pt1.es.net,9907185878.94628,9267.0,3370,109377578.8
553,3135a286-1c61-4550-8de0-bab0bf3250e5,localhost,star-pt1.es.net,9907632110.17176,13355.091666666667,6627,92806736.33333333
554,a89408ca-d534-4c21-90e4-37da8bca8d98,localhost,star-pt1.es.net,9905474971.030035,13356.691666666668,5897,95490210.4
555,8a1af38d-128c-4970-90ce-b12e8038b4c8,localhost,denv-pt1.es.net,9622700636.414017,26929.941666666666,7,1202845738.8
556,e0bb474e-cbfa-4f8b-99fc-c9e65a8db1c6,localhost,denv-pt1.es.net,9622909879.75505,27033.208333333332,5,1202867584.1333334
557,23a2dd19-ed52-4e5d-bd85-9a69ad550275,localhost,denv-pt1.es.net,9623462875.983044,26933.475,2,1202933120.1333334
558,dcc3bd60-8d52-417f-8b9f-e43544a71ee3,localhost,denv-pt1.es.net,9623454856.43907,26996.15,0,1202933120.1333334
559,514d4d6d-2c05-4af0-b967-12d9eb9b84d1,localhost,denv-pt1.es.net,9619263792.803707,26959.025,0,1202410920.0
560,0be03fd2-b363-44c3-902f-1d7df2b981ba,localhost,sacr-pt1.es.net,7779877771.3152,33383.09166666667,3,972486698.8
561,0302bae4-1de9-4fe6-b585-844285627a61,localhost,sacr-pt1.es.net,7830385922.045835,33385.99166666667,0,978803281.0666667
562,00616b56-bb14-46b7-8289-e8f9876d4534,localhost,sacr-pt1.es.net,7830387096.59785,33382.28333333333,3,978803281.0666667
563,5d40dd39-3753-439d-b2a0-3ff45e501385,localhost,sacr-pt1.es.net,7832863395.882868,33382.208333333336,1,979109115.7333333
564,233ecee3-1470-48a5-8ff7-2099099bc2fc,localhost,sacr-pt1.es.net,7787577855.5096855,33379.333333333336,0,973451174.4
565,032a0280-936b-4ffe-b365-afb693d1de74,localhost,cern-773-pt1.es.net,6021600078.386584,43347.4,0,752700800.1333333
566,f54f2321-c65d-4962-bbdb-54c550582082,localhost,cern-773-pt1.es.net,5986123094.766647,43351.175,0,748266197.4666667
567,6d18f7b0-5992-461d-b0a9-880252bf79c9,localhost,cern-773-pt1.es.net,5985249481.888044,43347.24166666667,0,748156970.8
568,f87a0bc8-c43f-434f-9c5f-346aa95df37d,localhost,cern-773-pt1.es.net,5985266081.062964,43348.3,0,748159207.8
569,a7735c4a-0107-4882-b8a7-3a7fc7b140c1,localhost,cern-773-pt1.es.net,5986990521.037046,43348.441666666666,0,748375424.1333333
570,87dc9303-49c1-4aad-88eb-bed7c3315c75,localhost,tau.ijs.si,5122054432.73468,50552.416666666664,14,640257572.4
571,39c36aa8-500c-4f78-951b-51df909c0450,localhost,tau.ijs.si,5165043414.626195,50615.64166666667,3,645631524.4
572,7d6a1655-9553-46ba-a0c9-bf80ff3cb3de,localhost,tau.ijs.si,5121182412.861616,50551.558333333334,8,640148345.7333333
